address,bedrooms,type,transaction_prices,transaction_dates,tenure,newBuild,locationLat,locationLng,url
"Glencoe, Ashfield Avenue, Feltham, Greater London TW13 5BB",4.0,DETACHED,"£650,000",31 Oct 2024,FREEHOLD,False,51.44575,-0.4043,https://www.rightmove.co.uk/house-prices/details/england-147750581-94499100?s=5bd36cd7396fab276c5c8d482f08356bca8bb8b019fdf28d17af43165431f717
"Glencoe, Ashfield Avenue, Feltham, Greater London TW13 5BB",4.0,DETACHED,"£133,000",15 Sep 1997,FREEHOLD,False,51.44575,-0.4043,https://www.rightmove.co.uk/house-prices/details/england-147750581-94499100?s=5bd36cd7396fab276c5c8d482f08356bca8bb8b019fdf28d17af43165431f717
"8, Heathcote Grove, London, Greater London E4 6RT",2.0,SEMI_DETACHED,"£282,500",31 Oct 2024,FREEHOLD,False,51.62463,-0.00579,https://www.rightmove.co.uk/house-prices/details/england-61976974-94288299?s=c69febedf426af3e8eccfabdfe183598dcad9891103bb5c212ec489efa9024cf
"8, Heathcote Grove, London, Greater London E4 6RT",2.0,SEMI_DETACHED,"£310,000",14 Oct 2002,FREEHOLD,False,51.62463,-0.00579,https://www.rightmove.co.uk/house-prices/details/england-61976974-94288299?s=c69febedf426af3e8eccfabdfe183598dcad9891103bb5c212ec489efa9024cf
"145, Winterbourne Road, Thornton Heath, Greater London CR7 7QZ",3.0,TERRACED,"£380,000",30 Oct 2024,FREEHOLD,False,51.40127,-0.11027,https://www.rightmove.co.uk/house-prices/details/england-152961185-94253703?s=9723a8afa889f0ff16c8f7b93bbe9d089f38b7fa8cf54416e99c492d65887d1b
"145, Winterbourne Road, Thornton Heath, Greater London CR7 7QZ",3.0,TERRACED,"£357,500",1 Jun 2021,FREEHOLD,False,51.40127,-0.11027,https://www.rightmove.co.uk/house-prices/details/england-152961185-94253703?s=9723a8afa889f0ff16c8f7b93bbe9d089f38b7fa8cf54416e99c492d65887d1b
"24, Foxley Gardens, Purley, Greater London CR8 2DQ",5.0,TERRACED,"£517,000",30 Oct 2024,FREEHOLD,False,51.33097,-0.11129,https://www.rightmove.co.uk/house-prices/details/england-149034602-94253799?s=090bbd57c259de29f521cd839848ed21f88d0a1c37e64203b287c0d76a863c5b
"24, Foxley Gardens, Purley, Greater London CR8 2DQ",5.0,TERRACED,"£430,000",4 Sep 2018,FREEHOLD,False,51.33097,-0.11129,https://www.rightmove.co.uk/house-prices/details/england-149034602-94253799?s=090bbd57c259de29f521cd839848ed21f88d0a1c37e64203b287c0d76a863c5b
"24, Foxley Gardens, Purley, Greater London CR8 2DQ",5.0,TERRACED,"£150,950",4 Jan 2002,FREEHOLD,False,51.33097,-0.11129,https://www.rightmove.co.uk/house-prices/details/england-149034602-94253799?s=090bbd57c259de29f521cd839848ed21f88d0a1c37e64203b287c0d76a863c5b
"First Floor Flat, 155, Silverdale, London, Greater London SE26 4SQ",,FLAT,"£395,000",30 Oct 2024,LEASEHOLD,False,51.42983,-0.05298,https://www.rightmove.co.uk/house-prices/details/england-94446327?s=a48afe69d087642a6709aed482c513f630fbfd557ef1b35477008053dcc00082
"First Floor Flat, 155, Silverdale, London, Greater London SE26 4SQ",,FLAT,"£362,500",24 Mar 2016,LEASEHOLD,False,51.42983,-0.05298,https://www.rightmove.co.uk/house-prices/details/england-94446327?s=a48afe69d087642a6709aed482c513f630fbfd557ef1b35477008053dcc00082
"12, Magnolia Road, London, Greater London W4 3QY",2.0,SEMI_DETACHED,"£850,000",30 Oct 2024,FREEHOLD,False,51.48497,-0.27777,https://www.rightmove.co.uk/house-prices/details/england-151571213-94503738?s=3ee09518387c0f9540e95e85a0682544d02bfd7a122f829530e102320783422b
"12, Magnolia Road, London, Greater London W4 3QY",2.0,SEMI_DETACHED,"£165,000",28 May 1998,FREEHOLD,False,51.48497,-0.27777,https://www.rightmove.co.uk/house-prices/details/england-151571213-94503738?s=3ee09518387c0f9540e95e85a0682544d02bfd7a122f829530e102320783422b
"20, Princes Road, Richmond, Greater London TW10 6DH",2.0,TERRACED,"£900,000",30 Oct 2024,FREEHOLD,False,51.4603,-0.29439,https://www.rightmove.co.uk/house-prices/details/england-150333095-94498638?s=177c5d3528432dde7c270c0adebe0786938034069c0d5f285c36e34eef055112
"20, Princes Road, Richmond, Greater London TW10 6DH",2.0,TERRACED,"£860,000",12 Jan 2021,FREEHOLD,False,51.4603,-0.29439,https://www.rightmove.co.uk/house-prices/details/england-150333095-94498638?s=177c5d3528432dde7c270c0adebe0786938034069c0d5f285c36e34eef055112
"20, Princes Road, Richmond, Greater London TW10 6DH",2.0,TERRACED,"£710,000",30 Apr 2014,FREEHOLD,False,51.4603,-0.29439,https://www.rightmove.co.uk/house-prices/details/england-150333095-94498638?s=177c5d3528432dde7c270c0adebe0786938034069c0d5f285c36e34eef055112
"20, Princes Road, Richmond, Greater London TW10 6DH",2.0,TERRACED,"£400,000",5 May 2006,FREEHOLD,False,51.4603,-0.29439,https://www.rightmove.co.uk/house-prices/details/england-150333095-94498638?s=177c5d3528432dde7c270c0adebe0786938034069c0d5f285c36e34eef055112
"20, Princes Road, Richmond, Greater London TW10 6DH",2.0,TERRACED,"£332,500",16 Sep 2002,FREEHOLD,False,51.4603,-0.29439,https://www.rightmove.co.uk/house-prices/details/england-150333095-94498638?s=177c5d3528432dde7c270c0adebe0786938034069c0d5f285c36e34eef055112
"20, Princes Road, Richmond, Greater London TW10 6DH",2.0,TERRACED,"£270,000",9 Feb 2001,FREEHOLD,False,51.4603,-0.29439,https://www.rightmove.co.uk/house-prices/details/england-150333095-94498638?s=177c5d3528432dde7c270c0adebe0786938034069c0d5f285c36e34eef055112
"20, Princes Road, Richmond, Greater London TW10 6DH",2.0,TERRACED,"£188,000",28 Aug 1997,FREEHOLD,False,51.4603,-0.29439,https://www.rightmove.co.uk/house-prices/details/england-150333095-94498638?s=177c5d3528432dde7c270c0adebe0786938034069c0d5f285c36e34eef055112
"Flat E, 13, John Spencer Square, London, Greater London N1 2LZ",,FLAT,"£565,000",30 Oct 2024,LEASEHOLD,False,51.54614,-0.09893,https://www.rightmove.co.uk/house-prices/details/england-94364169?s=a2288a417dee5c781bfc83370966f4cd65f9df13b1e8b49a3d3834479c60390c
"1, Kitson Road, London, Greater London SE5 7LF",2.0,TERRACED,"£1,000,000",30 Oct 2024,FREEHOLD,False,51.48014,-0.09361,https://www.rightmove.co.uk/house-prices/details/england-45871127-94447332?s=16a3873705d030c4ee3207449a13f4cf77fdf63b16c3cc01aaf0e5e0be4f5602
"1, Kitson Road, London, Greater London SE5 7LF",2.0,TERRACED,"£242,850",21 Nov 2003,FREEHOLD,False,51.48014,-0.09361,https://www.rightmove.co.uk/house-prices/details/england-45871127-94447332?s=16a3873705d030c4ee3207449a13f4cf77fdf63b16c3cc01aaf0e5e0be4f5602
"16, Farrier Walk, London, Greater London SW10 9FW",,TERRACED,"£835,833",30 Oct 2024,FREEHOLD,False,51.4857,-0.18297,https://www.rightmove.co.uk/house-prices/details/england-94474551?s=f7790c0046a097f79b55d3c0950ed5a414d88c72d8951bfe5583d06a1a8ef5ac
"16, Farrier Walk, London, Greater London SW10 9FW",,TERRACED,"£2,800,000",22 Jul 2011,FREEHOLD,False,51.4857,-0.18297,https://www.rightmove.co.uk/house-prices/details/england-94474551?s=f7790c0046a097f79b55d3c0950ed5a414d88c72d8951bfe5583d06a1a8ef5ac
"16, Farrier Walk, London, Greater London SW10 9FW",,TERRACED,"£770,000",20 Mar 1998,FREEHOLD,False,51.4857,-0.18297,https://www.rightmove.co.uk/house-prices/details/england-94474551?s=f7790c0046a097f79b55d3c0950ed5a414d88c72d8951bfe5583d06a1a8ef5ac
"16, Farrier Walk, London, Greater London SW10 9FW",,TERRACED,"£790,000",9 Dec 1997,FREEHOLD,False,51.4857,-0.18297,https://www.rightmove.co.uk/house-prices/details/england-94474551?s=f7790c0046a097f79b55d3c0950ed5a414d88c72d8951bfe5583d06a1a8ef5ac
"14, West Street, Croydon, Greater London CR0 1DG",2.0,TERRACED,"£250,000",29 Oct 2024,FREEHOLD,False,51.36822,-0.10128,https://www.rightmove.co.uk/house-prices/details/england-28808543-94252188?s=d25d99d0ce70b004c002bc2ddc2a4aa4b4f597819a7c74c88a5467aff5f2c6f9
"14, West Street, Croydon, Greater London CR0 1DG",2.0,TERRACED,"£173,000",28 Apr 2008,FREEHOLD,False,51.36822,-0.10128,https://www.rightmove.co.uk/house-prices/details/england-28808543-94252188?s=d25d99d0ce70b004c002bc2ddc2a4aa4b4f597819a7c74c88a5467aff5f2c6f9
"14, West Street, Croydon, Greater London CR0 1DG",2.0,TERRACED,"£151,500",29 May 2003,FREEHOLD,False,51.36822,-0.10128,https://www.rightmove.co.uk/house-prices/details/england-28808543-94252188?s=d25d99d0ce70b004c002bc2ddc2a4aa4b4f597819a7c74c88a5467aff5f2c6f9
"28, Lyndhurst Avenue, Pinner, Greater London HA5 3XA",3.0,TERRACED,"£690,000",29 Oct 2024,FREEHOLD,False,51.60279,-0.40039,https://www.rightmove.co.uk/house-prices/details/england-146373458-94306959?s=070b854aa7dc2f891c2edc605e678def60c55184677f273242d509e010e46589
"28, Lyndhurst Avenue, Pinner, Greater London HA5 3XA",3.0,TERRACED,"£440,000",11 Jul 2014,FREEHOLD,False,51.60279,-0.40039,https://www.rightmove.co.uk/house-prices/details/england-146373458-94306959?s=070b854aa7dc2f891c2edc605e678def60c55184677f273242d509e010e46589
"145, Buckingham Avenue, Perivale, Greenford, Greater London UB6 7RD",1.0,FLAT,"£267,500",29 Oct 2024,LEASEHOLD,False,51.54001,-0.32184,https://www.rightmove.co.uk/house-prices/details/england-148988540-94501506?s=ab0b8ff7dd9ee79126f6abbdd664465b4febf22e6058d4764bcf05d2f5dfca54
"145, Buckingham Avenue, Perivale, Greenford, Greater London UB6 7RD",1.0,FLAT,"£172,000",15 Feb 2007,LEASEHOLD,False,51.54001,-0.32184,https://www.rightmove.co.uk/house-prices/details/england-148988540-94501506?s=ab0b8ff7dd9ee79126f6abbdd664465b4febf22e6058d4764bcf05d2f5dfca54
"30, Windsor Road, Kingston Upon Thames, Greater London KT2 5EY",2.0,SEMI_DETACHED,"£725,000",29 Oct 2024,FREEHOLD,False,51.41858,-0.30055,https://www.rightmove.co.uk/house-prices/details/england-151672811-94324098?s=ebd6eb16a55579eac79e08651ffd78c8e27b58332f58c619c3bceb4290ab63d4
"30, Windsor Road, Kingston Upon Thames, Greater London KT2 5EY",2.0,SEMI_DETACHED,"£420,000",26 Oct 2012,FREEHOLD,False,51.41858,-0.30055,https://www.rightmove.co.uk/house-prices/details/england-151672811-94324098?s=ebd6eb16a55579eac79e08651ffd78c8e27b58332f58c619c3bceb4290ab63d4
"30, Windsor Road, Kingston Upon Thames, Greater London KT2 5EY",2.0,SEMI_DETACHED,"£387,500",13 Jul 2007,FREEHOLD,False,51.41858,-0.30055,https://www.rightmove.co.uk/house-prices/details/england-151672811-94324098?s=ebd6eb16a55579eac79e08651ffd78c8e27b58332f58c619c3bceb4290ab63d4
"30, Windsor Road, Kingston Upon Thames, Greater London KT2 5EY",2.0,SEMI_DETACHED,"£248,500",26 Mar 2004,FREEHOLD,False,51.41858,-0.30055,https://www.rightmove.co.uk/house-prices/details/england-151672811-94324098?s=ebd6eb16a55579eac79e08651ffd78c8e27b58332f58c619c3bceb4290ab63d4
"93, Seventh Avenue, London, Greater London E12 5JJ",3.0,TERRACED,"£575,000",29 Oct 2024,FREEHOLD,False,51.55141,0.05793,https://www.rightmove.co.uk/house-prices/details/england-74619809-94285416?s=8e111f7894323004d9eee7044388fbc7f740ecf5cb7dbd3f6d522594e0ec5522
"93, Seventh Avenue, London, Greater London E12 5JJ",3.0,TERRACED,"£457,000",25 Jan 2021,FREEHOLD,False,51.55141,0.05793,https://www.rightmove.co.uk/house-prices/details/england-74619809-94285416?s=8e111f7894323004d9eee7044388fbc7f740ecf5cb7dbd3f6d522594e0ec5522
"93, Seventh Avenue, London, Greater London E12 5JJ",3.0,TERRACED,"£400,000",15 Feb 2019,FREEHOLD,False,51.55141,0.05793,https://www.rightmove.co.uk/house-prices/details/england-74619809-94285416?s=8e111f7894323004d9eee7044388fbc7f740ecf5cb7dbd3f6d522594e0ec5522
"6, North Rise, London, Greater London W2 2YB",,FLAT,"£650,000",29 Oct 2024,LEASEHOLD,False,51.51411,-0.16541,https://www.rightmove.co.uk/house-prices/details/england-94503111?s=8ad60378b614ed8048ac57a126dae1eac23926675b6835a4aab68d4e6fcb7460
"6, North Rise, London, Greater London W2 2YB",,FLAT,"£649,800",30 Jan 2017,LEASEHOLD,False,51.51411,-0.16541,https://www.rightmove.co.uk/house-prices/details/england-94503111?s=8ad60378b614ed8048ac57a126dae1eac23926675b6835a4aab68d4e6fcb7460
"6, North Rise, London, Greater London W2 2YB",,FLAT,"£402,000",7 Apr 2009,LEASEHOLD,False,51.51411,-0.16541,https://www.rightmove.co.uk/house-prices/details/england-94503111?s=8ad60378b614ed8048ac57a126dae1eac23926675b6835a4aab68d4e6fcb7460
"6, North Rise, London, Greater London W2 2YB",,FLAT,"£115,000",30 Oct 1996,LEASEHOLD,False,51.51411,-0.16541,https://www.rightmove.co.uk/house-prices/details/england-94503111?s=8ad60378b614ed8048ac57a126dae1eac23926675b6835a4aab68d4e6fcb7460
"16, Farm Drive, Croydon, Greater London CR0 8HR",2.0,TERRACED,"£635,000",29 Oct 2024,FREEHOLD,False,51.37537,-0.03331,https://www.rightmove.co.uk/house-prices/details/england-139944746-94252764?s=5a3cc97418c97588be7209f99c3e90f83d4afa2321e4833f538978cb6fe9adbb
"16, Farm Drive, Croydon, Greater London CR0 8HR",2.0,TERRACED,"£365,000",12 Jul 2007,FREEHOLD,False,51.37537,-0.03331,https://www.rightmove.co.uk/house-prices/details/england-139944746-94252764?s=5a3cc97418c97588be7209f99c3e90f83d4afa2321e4833f538978cb6fe9adbb
"51, Lyndhurst Avenue, London, Greater London N12 0LX",3.0,SEMI_DETACHED,"£550,000",29 Oct 2024,FREEHOLD,False,51.61147,-0.15773,https://www.rightmove.co.uk/house-prices/details/england-147854759-94364760?s=32f3f1a048e5fb13e249963be86ad2b481d6c47291759dab4d78fc97079b07c1
"51, Lyndhurst Avenue, London, Greater London N12 0LX",3.0,SEMI_DETACHED,"£280,000",17 Dec 2003,FREEHOLD,False,51.61147,-0.15773,https://www.rightmove.co.uk/house-prices/details/england-147854759-94364760?s=32f3f1a048e5fb13e249963be86ad2b481d6c47291759dab4d78fc97079b07c1
"23, Medburn Street, London, Greater London NW1 1RH",1.0,TERRACED,"£625,000",29 Oct 2024,FREEHOLD,False,51.53427,-0.13245,https://www.rightmove.co.uk/house-prices/details/england-105727916-94394271?s=5f02a998cba20a92871f53995707ecaab2730c000b3727aab6618e4667776758
"23, Medburn Street, London, Greater London NW1 1RH",1.0,TERRACED,"£1,150,000",28 Nov 2016,FREEHOLD,False,51.53427,-0.13245,https://www.rightmove.co.uk/house-prices/details/england-105727916-94394271?s=5f02a998cba20a92871f53995707ecaab2730c000b3727aab6618e4667776758
"42, Inverness Avenue, Enfield, Greater London EN1 3NT",3.0,TERRACED,"£515,000",29 Oct 2024,FREEHOLD,False,51.6628,-0.0728,https://www.rightmove.co.uk/house-prices/details/england-149513102-94289793?s=bfa14d7437d4aa73d009ccf689d0583b799e2da0af6d48515dddadf91c781ef8
"42, Inverness Avenue, Enfield, Greater London EN1 3NT",3.0,TERRACED,"£172,000",18 Apr 2001,FREEHOLD,False,51.6628,-0.0728,https://www.rightmove.co.uk/house-prices/details/england-149513102-94289793?s=bfa14d7437d4aa73d009ccf689d0583b799e2da0af6d48515dddadf91c781ef8
"Flat 28, The Nautilus Building, 3, Myddelton Passage, London, Greater London EC1R 1XW",,FLAT,"£600,000",29 Oct 2024,LEASEHOLD,False,51.52902,-0.10801,https://www.rightmove.co.uk/house-prices/details/england-94289409?s=e6b371f36a6e700adb66b9e656fcf577fc8de2574a72e6fb56e2ded62c2f5836
"Flat 28, The Nautilus Building, 3, Myddelton Passage, London, Greater London EC1R 1XW",,FLAT,"£381,100",16 Jul 2010,LEASEHOLD,False,51.52902,-0.10801,https://www.rightmove.co.uk/house-prices/details/england-94289409?s=e6b371f36a6e700adb66b9e656fcf577fc8de2574a72e6fb56e2ded62c2f5836
"Flat 28, The Nautilus Building, 3, Myddelton Passage, London, Greater London EC1R 1XW",,FLAT,"£205,000",13 Jul 2001,LEASEHOLD,False,51.52902,-0.10801,https://www.rightmove.co.uk/house-prices/details/england-94289409?s=e6b371f36a6e700adb66b9e656fcf577fc8de2574a72e6fb56e2ded62c2f5836
"Flat 27, Bazalgette Court, Great West Road, London, Greater London W6 9AG",,FLAT,"£637,500",29 Oct 2024,LEASEHOLD,False,51.4908,-0.24068,https://www.rightmove.co.uk/house-prices/details/england-94504302?s=46fb0ef5ed36d09170a1c2399b4c84b4ab9fde610e85dfd81b66511777846ad7
"Flat 27, Bazalgette Court, Great West Road, London, Greater London W6 9AG",,FLAT,"£475,000",14 Feb 2008,LEASEHOLD,False,51.4908,-0.24068,https://www.rightmove.co.uk/house-prices/details/england-94504302?s=46fb0ef5ed36d09170a1c2399b4c84b4ab9fde610e85dfd81b66511777846ad7
"69, Longford Close, Hampton Hill, Hampton, Greater London TW12 1AD",,SEMI_DETACHED,"£633,000",29 Oct 2024,FREEHOLD,False,51.43282,-0.37281,https://www.rightmove.co.uk/house-prices/details/england-94498815?s=4e374cb5ce2844f021bb63925b7dfc5ebffabbdb2cdcd16df4b2174b95fa4a5d
"69, Longford Close, Hampton Hill, Hampton, Greater London TW12 1AD",,SEMI_DETACHED,"£565,000",21 Apr 2017,FREEHOLD,False,51.43282,-0.37281,https://www.rightmove.co.uk/house-prices/details/england-94498815?s=4e374cb5ce2844f021bb63925b7dfc5ebffabbdb2cdcd16df4b2174b95fa4a5d
"77, Bertram Road, Enfield, Greater London EN1 1LP",2.0,TERRACED,"£497,000",29 Oct 2024,FREEHOLD,False,51.64773,-0.06448,https://www.rightmove.co.uk/house-prices/details/england-154070048-94289697?s=22ef84671a7e6dfc6023635ebbfc3fb22198db9813f549660c1165fadc7aa4c1
"77, Bertram Road, Enfield, Greater London EN1 1LP",2.0,TERRACED,"£401,500",11 Aug 2016,FREEHOLD,False,51.64773,-0.06448,https://www.rightmove.co.uk/house-prices/details/england-154070048-94289697?s=22ef84671a7e6dfc6023635ebbfc3fb22198db9813f549660c1165fadc7aa4c1
"77, Bertram Road, Enfield, Greater London EN1 1LP",2.0,TERRACED,"£240,000",17 Aug 2009,FREEHOLD,False,51.64773,-0.06448,https://www.rightmove.co.uk/house-prices/details/england-154070048-94289697?s=22ef84671a7e6dfc6023635ebbfc3fb22198db9813f549660c1165fadc7aa4c1
"77, Bertram Road, Enfield, Greater London EN1 1LP",2.0,TERRACED,"£214,800",5 Aug 2004,FREEHOLD,False,51.64773,-0.06448,https://www.rightmove.co.uk/house-prices/details/england-154070048-94289697?s=22ef84671a7e6dfc6023635ebbfc3fb22198db9813f549660c1165fadc7aa4c1
"77, Bertram Road, Enfield, Greater London EN1 1LP",2.0,TERRACED,"£67,950",20 Dec 1996,FREEHOLD,False,51.64773,-0.06448,https://www.rightmove.co.uk/house-prices/details/england-154070048-94289697?s=22ef84671a7e6dfc6023635ebbfc3fb22198db9813f549660c1165fadc7aa4c1
"48, Boreham Road, London, Greater London N22 6SP",4.0,TERRACED,"£682,500",29 Oct 2024,FREEHOLD,False,51.59697,-0.09493,https://www.rightmove.co.uk/house-prices/details/england-149506448-94366524?s=d9a85149a3017717edd8615da5bcbbca46e575375c633bca9a9c72c0b3a1e41b
"48, Boreham Road, London, Greater London N22 6SP",4.0,TERRACED,"£525,000",24 Jan 2014,FREEHOLD,False,51.59697,-0.09493,https://www.rightmove.co.uk/house-prices/details/england-149506448-94366524?s=d9a85149a3017717edd8615da5bcbbca46e575375c633bca9a9c72c0b3a1e41b
"48, Boreham Road, London, Greater London N22 6SP",4.0,TERRACED,"£344,000",22 Sep 2006,FREEHOLD,False,51.59697,-0.09493,https://www.rightmove.co.uk/house-prices/details/england-149506448-94366524?s=d9a85149a3017717edd8615da5bcbbca46e575375c633bca9a9c72c0b3a1e41b
"48, Boreham Road, London, Greater London N22 6SP",4.0,TERRACED,"£275,000",31 Jul 2002,FREEHOLD,False,51.59697,-0.09493,https://www.rightmove.co.uk/house-prices/details/england-149506448-94366524?s=d9a85149a3017717edd8615da5bcbbca46e575375c633bca9a9c72c0b3a1e41b
"5, Brocks Drive, Cheam, Sutton, Greater London SM3 9UJ",3.0,TERRACED,"£590,000",29 Oct 2024,FREEHOLD,False,51.37558,-0.21492,https://www.rightmove.co.uk/house-prices/details/england-147719966-94456890?s=3565795e67add84078f9a80ab5f67605f8266f7810506e48d166f39f318f9a64
"5, Brocks Drive, Cheam, Sutton, Greater London SM3 9UJ",3.0,TERRACED,"£76,500",5 May 1995,FREEHOLD,False,51.37558,-0.21492,https://www.rightmove.co.uk/house-prices/details/england-147719966-94456890?s=3565795e67add84078f9a80ab5f67605f8266f7810506e48d166f39f318f9a64
"5, Brocks Drive, Cheam, Sutton, Greater London SM3 9UJ",3.0,TERRACED,"£67,500",29 Mar 1995,FREEHOLD,False,51.37558,-0.21492,https://www.rightmove.co.uk/house-prices/details/england-147719966-94456890?s=3565795e67add84078f9a80ab5f67605f8266f7810506e48d166f39f318f9a64
"9, Great Nelmes Chase, Hornchurch, Greater London RM11 2PS",3.0,DETACHED,"£857,500",29 Oct 2024,FREEHOLD,False,51.57789,0.23247,https://www.rightmove.co.uk/house-prices/details/england-149326394-94429776?s=23e6151e01256967306c98835b2f51d7165acfc953af2982d9effbd91de33541
"9, Great Nelmes Chase, Hornchurch, Greater London RM11 2PS",3.0,DETACHED,"£169,995",31 Jan 1995,FREEHOLD,False,51.57789,0.23247,https://www.rightmove.co.uk/house-prices/details/england-149326394-94429776?s=23e6151e01256967306c98835b2f51d7165acfc953af2982d9effbd91de33541
"Flat 22, Vale Lodge, Perry Vale, London, Greater London SE23 2LG",2.0,FLAT,"£310,000",29 Oct 2024,LEASEHOLD,False,51.43674,-0.05197,https://www.rightmove.co.uk/house-prices/details/england-153227537-94445946?s=9f7db918c017e0eddf48642b2fe36339cdadb9d2cbc30cc6ad5361c33bb093ec
"Flat 22, Vale Lodge, Perry Vale, London, Greater London SE23 2LG",2.0,FLAT,"£195,000",17 Sep 2007,LEASEHOLD,False,51.43674,-0.05197,https://www.rightmove.co.uk/house-prices/details/england-153227537-94445946?s=9f7db918c017e0eddf48642b2fe36339cdadb9d2cbc30cc6ad5361c33bb093ec
"Flat 6, Cowdray House, East Dulwich Estate, London, Greater London SE22 8BL",2.0,FLAT,"£341,000",29 Oct 2024,LEASEHOLD,False,51.46274,-0.08009,https://www.rightmove.co.uk/house-prices/details/england-146338790-94445739?s=78b0c1218d6ed7798284affb926101fa90b6423e1ac2b910f740611e6e5a20df
"Flat 6, Cowdray House, East Dulwich Estate, London, Greater London SE22 8BL",2.0,FLAT,"£182,000",5 Oct 2007,LEASEHOLD,False,51.46274,-0.08009,https://www.rightmove.co.uk/house-prices/details/england-146338790-94445739?s=78b0c1218d6ed7798284affb926101fa90b6423e1ac2b910f740611e6e5a20df
"13, West Square, London, Greater London SE11 4SN",,TERRACED,"£550,000",29 Oct 2024,FREEHOLD,False,51.49527,-0.10624,https://www.rightmove.co.uk/house-prices/details/england-94443804?s=d7ecb7697f213fd29745a3db28ac9f50a38f8e9e766115749b2fafa68d3fb3c6
"13, West Square, London, Greater London SE11 4SN",,TERRACED,"£510,000",3 Mar 1997,FREEHOLD,False,51.49527,-0.10624,https://www.rightmove.co.uk/house-prices/details/england-94443804?s=d7ecb7697f213fd29745a3db28ac9f50a38f8e9e766115749b2fafa68d3fb3c6
"Jarvis Cottage, Porlock Avenue, Harrow, Greater London HA2 0AS",3.0,DETACHED,"£782,500",29 Oct 2024,FREEHOLD,False,51.5745,-0.35073,https://www.rightmove.co.uk/house-prices/details/england-86863734-94306254?s=137f1d6129175fdddef4b8d3092e8383efa871d8ac3e2c56216070ccd0a0a451
"Jarvis Cottage, Porlock Avenue, Harrow, Greater London HA2 0AS",3.0,DETACHED,"£460,000",29 Oct 2012,FREEHOLD,False,51.5745,-0.35073,https://www.rightmove.co.uk/house-prices/details/england-86863734-94306254?s=137f1d6129175fdddef4b8d3092e8383efa871d8ac3e2c56216070ccd0a0a451
"Jarvis Cottage, Porlock Avenue, Harrow, Greater London HA2 0AS",3.0,DETACHED,"£415,000",22 Dec 2010,FREEHOLD,False,51.5745,-0.35073,https://www.rightmove.co.uk/house-prices/details/england-86863734-94306254?s=137f1d6129175fdddef4b8d3092e8383efa871d8ac3e2c56216070ccd0a0a451
"Jarvis Cottage, Porlock Avenue, Harrow, Greater London HA2 0AS",3.0,DETACHED,"£178,000",7 May 1999,FREEHOLD,False,51.5745,-0.35073,https://www.rightmove.co.uk/house-prices/details/england-86863734-94306254?s=137f1d6129175fdddef4b8d3092e8383efa871d8ac3e2c56216070ccd0a0a451
"48d, Foxley Road, London, Greater London SW9 6ES",1.0,FLAT,"£379,000",29 Oct 2024,LEASEHOLD,False,51.47875,-0.10779,https://www.rightmove.co.uk/house-prices/details/england-148438760-94480353?s=9f441c0093f20e6968fdcd769d11042ae15cabb8c5d66388f24c352ab86aba58
"48d, Foxley Road, London, Greater London SW9 6ES",1.0,FLAT,"£390,000",28 Nov 2014,LEASEHOLD,False,51.47875,-0.10779,https://www.rightmove.co.uk/house-prices/details/england-148438760-94480353?s=9f441c0093f20e6968fdcd769d11042ae15cabb8c5d66388f24c352ab86aba58
"Flat B, 44, Preston Road, London, Greater London E11 1NN",2.0,FLAT,"£450,000",28 Oct 2024,LEASEHOLD,False,51.57462,0.01092,https://www.rightmove.co.uk/house-prices/details/england-97414931-94285200?s=bbeb47a8617cdb6f8a289454790e1c6a0ef76a3b4860a03e3101ef8e21869202
"Flat B, 44, Preston Road, London, Greater London E11 1NN",2.0,FLAT,"£410,000",18 May 2021,LEASEHOLD,False,51.57462,0.01092,https://www.rightmove.co.uk/house-prices/details/england-97414931-94285200?s=bbeb47a8617cdb6f8a289454790e1c6a0ef76a3b4860a03e3101ef8e21869202
"Flat B, 44, Preston Road, London, Greater London E11 1NN",2.0,FLAT,"£367,250",30 Oct 2014,LEASEHOLD,False,51.57462,0.01092,https://www.rightmove.co.uk/house-prices/details/england-97414931-94285200?s=bbeb47a8617cdb6f8a289454790e1c6a0ef76a3b4860a03e3101ef8e21869202
"Flat B, 44, Preston Road, London, Greater London E11 1NN",2.0,FLAT,"£114,995",7 Jun 2001,LEASEHOLD,False,51.57462,0.01092,https://www.rightmove.co.uk/house-prices/details/england-97414931-94285200?s=bbeb47a8617cdb6f8a289454790e1c6a0ef76a3b4860a03e3101ef8e21869202
"Flat B, 44, Preston Road, London, Greater London E11 1NN",2.0,FLAT,"£46,000",27 Feb 1997,LEASEHOLD,False,51.57462,0.01092,https://www.rightmove.co.uk/house-prices/details/england-97414931-94285200?s=bbeb47a8617cdb6f8a289454790e1c6a0ef76a3b4860a03e3101ef8e21869202
"5, Glena Mount, Sutton, Greater London SM1 4HW",2.0,FLAT,"£312,000",28 Oct 2024,LEASEHOLD,False,51.36904,-0.18702,https://www.rightmove.co.uk/house-prices/details/england-147304910-94456605?s=19c0e3c4b1773b3305ed578076776a87275f1d1b70fc9eb7594dcf7ef730a47f
"5, Glena Mount, Sutton, Greater London SM1 4HW",2.0,FLAT,"£280,000",20 Nov 2020,LEASEHOLD,False,51.36904,-0.18702,https://www.rightmove.co.uk/house-prices/details/england-147304910-94456605?s=19c0e3c4b1773b3305ed578076776a87275f1d1b70fc9eb7594dcf7ef730a47f
