address,bedrooms,type,transaction_prices,transaction_dates,tenure,newBuild,locationLat,locationLng,url
"7b, St Georges Terrace, London, Greater London NW1 8XH",,FLAT,"£300,000",16 Apr 1999,LEASEHOLD,False,51.54053,-0.15844,https://www.rightmove.co.uk/house-prices/details/england-94394352?s=4c5b48cdb1fa3562c3b212b3593eb96d19a60a05e98b16008b95c38a2356b605
"520a, Lea Bridge Road, London, Greater London E10 7DT",,FLAT,"£385,000",23 Oct 2024,LEASEHOLD,False,51.57258,-0.01745,https://www.rightmove.co.uk/house-prices/details/england-94285128?s=e3d0aa578e63565472843c78b37ebe41f21f06daa5700006dfaa6067fec22e63
"520a, Lea Bridge Road, London, Greater London E10 7DT",,FLAT,"£330,000",21 May 2021,LEASEHOLD,False,51.57258,-0.01745,https://www.rightmove.co.uk/house-prices/details/england-94285128?s=e3d0aa578e63565472843c78b37ebe41f21f06daa5700006dfaa6067fec22e63
"520a, Lea Bridge Road, London, Greater London E10 7DT",,FLAT,"£285,000",20 Nov 2015,LEASEHOLD,False,51.57258,-0.01745,https://www.rightmove.co.uk/house-prices/details/england-94285128?s=e3d0aa578e63565472843c78b37ebe41f21f06daa5700006dfaa6067fec22e63
"520a, Lea Bridge Road, London, Greater London E10 7DT",,FLAT,"£95,000",8 Aug 1997,FREEHOLD,False,51.57258,-0.01745,https://www.rightmove.co.uk/house-prices/details/england-94285128?s=e3d0aa578e63565472843c78b37ebe41f21f06daa5700006dfaa6067fec22e63
"25, Princes Road, Feltham, Greater London TW13 4LD",,SEMI_DETACHED,"£360,000",23 Oct 2024,FREEHOLD,False,51.4407,-0.42289,https://www.rightmove.co.uk/house-prices/details/england-94498980?s=e3a9c44495f04d308d5a77b840d0031537a792afd80d7c11afa079291d0f93a5
"43, Cannonbury Avenue, Pinner, Greater London HA5 1TP",4.0,SEMI_DETACHED,"£780,000",23 Oct 2024,FREEHOLD,False,51.58176,-0.38785,https://www.rightmove.co.uk/house-prices/details/england-145929785-94306884?s=9130e286ec37c3a2446e4ab34e988e1aaa62e2b6fc2ba1e85db1cad9b7999862
"43, Cannonbury Avenue, Pinner, Greater London HA5 1TP",4.0,SEMI_DETACHED,"£175,000",3 Nov 2000,FREEHOLD,False,51.58176,-0.38785,https://www.rightmove.co.uk/house-prices/details/england-145929785-94306884?s=9130e286ec37c3a2446e4ab34e988e1aaa62e2b6fc2ba1e85db1cad9b7999862
"Flat 43, 6 - 10, Aberdeen Park, London, Greater London N5 2BN",,FLAT,"£410,000",23 Oct 2024,LEASEHOLD,False,51.55114,-0.09642,https://www.rightmove.co.uk/house-prices/details/england-94366962?s=4d75059ab0329694f566a43f229f3b069c0c64e090a1910450ec5c3a74c42444
"96, Highworth Road, London, Greater London N11 2SH",4.0,TERRACED,"£860,000",23 Oct 2024,FREEHOLD,False,51.61179,-0.12696,https://www.rightmove.co.uk/house-prices/details/england-149433338-94364691?s=e4b6ab2b44093b8d9494320b981d6a6f204ed360a774f2394642e91e55332ee9
"96, Highworth Road, London, Greater London N11 2SH",4.0,TERRACED,"£620,000",8 Jan 2018,FREEHOLD,False,51.61179,-0.12696,https://www.rightmove.co.uk/house-prices/details/england-149433338-94364691?s=e4b6ab2b44093b8d9494320b981d6a6f204ed360a774f2394642e91e55332ee9
"71, Mount Pleasant, Cockfosters, Barnet, Greater London EN4 9ET",3.0,DETACHED,"£850,000",23 Oct 2024,FREEHOLD,False,51.65114,-0.15858,https://www.rightmove.co.uk/house-prices/details/england-146908433-94290459?s=df1ad2a908e9669f358f274d94afe38052fd2dd8b8b944856a58a033f8cba926
"71, Mount Pleasant, Cockfosters, Barnet, Greater London EN4 9ET",3.0,DETACHED,"£775,000",21 Mar 2019,FREEHOLD,False,51.65114,-0.15858,https://www.rightmove.co.uk/house-prices/details/england-146908433-94290459?s=df1ad2a908e9669f358f274d94afe38052fd2dd8b8b944856a58a033f8cba926
"71, Mount Pleasant, Cockfosters, Barnet, Greater London EN4 9ET",3.0,DETACHED,"£500,000",14 Dec 2012,FREEHOLD,False,51.65114,-0.15858,https://www.rightmove.co.uk/house-prices/details/england-146908433-94290459?s=df1ad2a908e9669f358f274d94afe38052fd2dd8b8b944856a58a033f8cba926
"10, Sandy Lane, Orpington, Greater London BR6 0DY",2.0,SEMI_DETACHED,"£468,000",23 Oct 2024,FREEHOLD,False,51.382,0.09746,https://www.rightmove.co.uk/house-prices/details/england-144373946-94223991?s=67e977464f4ae0d995eb9163f95d7e5f5e4b66c97c42567afb388f669426b116
"10, Sandy Lane, Orpington, Greater London BR6 0DY",2.0,SEMI_DETACHED,"£390,000",20 Oct 2017,FREEHOLD,False,51.382,0.09746,https://www.rightmove.co.uk/house-prices/details/england-144373946-94223991?s=67e977464f4ae0d995eb9163f95d7e5f5e4b66c97c42567afb388f669426b116
"18, Merlin Close, Ilford, Greater London IG6 3XL",1.0,FLAT,"£211,000",23 Oct 2024,LEASEHOLD,False,51.61205,0.12192,https://www.rightmove.co.uk/house-prices/details/england-39264375-94318419?s=8624b9df0c488fd313d30d867c6898c1bb73ce994bd47b2d32db294cd38b5431
"18, Merlin Close, Ilford, Greater London IG6 3XL",1.0,FLAT,"£182,000",8 Jan 2016,LEASEHOLD,False,51.61205,0.12192,https://www.rightmove.co.uk/house-prices/details/england-39264375-94318419?s=8624b9df0c488fd313d30d867c6898c1bb73ce994bd47b2d32db294cd38b5431
"18, Merlin Close, Ilford, Greater London IG6 3XL",1.0,FLAT,"£100,000",16 Jan 2004,LEASEHOLD,False,51.61205,0.12192,https://www.rightmove.co.uk/house-prices/details/england-39264375-94318419?s=8624b9df0c488fd313d30d867c6898c1bb73ce994bd47b2d32db294cd38b5431
"Flat 122, Skyline Apartments, Devan Grove, London, Greater London N4 2GL",,FLAT,"£1,260,000",23 Oct 2024,LEASEHOLD,False,51.57162,-0.0895,https://www.rightmove.co.uk/house-prices/details/england-94366737?s=8d9f714a4e5d5c541688368eb968e061ed88240a587ed99e88f98780ecd3d2fa
"Flat 122, Skyline Apartments, Devan Grove, London, Greater London N4 2GL",,FLAT,"£1,200,000",30 Jan 2017,LEASEHOLD,False,51.57162,-0.0895,https://www.rightmove.co.uk/house-prices/details/england-94366737?s=8d9f714a4e5d5c541688368eb968e061ed88240a587ed99e88f98780ecd3d2fa
"Apartment 3, 21, Brixton Water Lane, London, Greater London SW2 1NU",,FLAT,"£731,500",23 Oct 2024,LEASEHOLD,False,51.45561,-0.11709,https://www.rightmove.co.uk/house-prices/details/england-94478319?s=59b408f22e4f8554f8a105a083150adee7628d723ac272363395617cb18b0bc6
"Apartment 3, 21, Brixton Water Lane, London, Greater London SW2 1NU",,FLAT,"£725,000",17 Mar 2016,LEASEHOLD,False,51.45561,-0.11709,https://www.rightmove.co.uk/house-prices/details/england-94478319?s=59b408f22e4f8554f8a105a083150adee7628d723ac272363395617cb18b0bc6
"109, Providence Square, London, Greater London SE1 2EB",2.0,FLAT,"£880,000",23 Oct 2024,LEASEHOLD,False,51.50115,-0.06968,https://www.rightmove.co.uk/house-prices/details/england-128562410-94443186?s=a673864a90191ded974d654ac836acd08fe2fe04a1454001a6cc2bf82d0ecbab
"109, Providence Square, London, Greater London SE1 2EB",2.0,FLAT,"£290,000",8 Sep 1999,LEASEHOLD,False,51.50115,-0.06968,https://www.rightmove.co.uk/house-prices/details/england-128562410-94443186?s=a673864a90191ded974d654ac836acd08fe2fe04a1454001a6cc2bf82d0ecbab
"109, Providence Square, London, Greater London SE1 2EB",2.0,FLAT,"£278,500",15 Aug 1997,LEASEHOLD,False,51.50115,-0.06968,https://www.rightmove.co.uk/house-prices/details/england-128562410-94443186?s=a673864a90191ded974d654ac836acd08fe2fe04a1454001a6cc2bf82d0ecbab
"42b, Broxash Road, London, Greater London SW11 6AB",2.0,FLAT,"£837,500",23 Oct 2024,LEASEHOLD,False,51.4547,-0.1557,https://www.rightmove.co.uk/house-prices/details/england-23896745-94475085?s=74a464087c81ac894c35e30a218a3d9e8dab7d48c7060fcf5227acefb6d00d47
"42b, Broxash Road, London, Greater London SW11 6AB",2.0,FLAT,"£430,000",12 Nov 2008,LEASEHOLD,False,51.4547,-0.1557,https://www.rightmove.co.uk/house-prices/details/england-23896745-94475085?s=74a464087c81ac894c35e30a218a3d9e8dab7d48c7060fcf5227acefb6d00d47
"42b, Broxash Road, London, Greater London SW11 6AB",2.0,FLAT,"£855,000",19 Nov 2007,FREEHOLD,False,51.4547,-0.1557,https://www.rightmove.co.uk/house-prices/details/england-23896745-94475085?s=74a464087c81ac894c35e30a218a3d9e8dab7d48c7060fcf5227acefb6d00d47
"Third Floor Flat, 141, Hammersmith Grove, London, Greater London W6 0NJ",,FLAT,"£565,000",23 Oct 2024,LEASEHOLD,False,51.49889,-0.22812,https://www.rightmove.co.uk/house-prices/details/england-94504173?s=ef03d5641326985c7e5608aff55fedcb318ce9946435d014802bdfd0c677dc69
"Third Floor Flat, 141, Hammersmith Grove, London, Greater London W6 0NJ",,FLAT,"£585,000",15 Jan 2021,LEASEHOLD,False,51.49889,-0.22812,https://www.rightmove.co.uk/house-prices/details/england-94504173?s=ef03d5641326985c7e5608aff55fedcb318ce9946435d014802bdfd0c677dc69
"37, Wellesley Road, Twickenham, Greater London TW2 5RR",5.0,SEMI_DETACHED,"£1,915,000",22 Oct 2024,FREEHOLD,False,51.43902,-0.34655,https://www.rightmove.co.uk/house-prices/details/england-153263366-94499907?s=b9ce298688cf6d0d0e29abbcfac35796df031a9c91623e35bbdfc60e11a3ef12
"37, Wellesley Road, Twickenham, Greater London TW2 5RR",5.0,SEMI_DETACHED,"£1,250,000",26 Sep 2013,FREEHOLD,False,51.43902,-0.34655,https://www.rightmove.co.uk/house-prices/details/england-153263366-94499907?s=b9ce298688cf6d0d0e29abbcfac35796df031a9c91623e35bbdfc60e11a3ef12
"37, Wellesley Road, Twickenham, Greater London TW2 5RR",5.0,SEMI_DETACHED,"£700,000",1 Nov 2006,FREEHOLD,False,51.43902,-0.34655,https://www.rightmove.co.uk/house-prices/details/england-153263366-94499907?s=b9ce298688cf6d0d0e29abbcfac35796df031a9c91623e35bbdfc60e11a3ef12
"28, Hawkdene, London, Greater London E4 7PF",3.0,TERRACED,"£490,000",22 Oct 2024,FREEHOLD,False,51.63931,-0.00688,https://www.rightmove.co.uk/house-prices/details/england-139515326-94288347?s=2a23455b7d5a79be08a7e3cceba48c5fce4f611eaedbd822b2d376e8ffa7bfb4
"28, Hawkdene, London, Greater London E4 7PF",3.0,TERRACED,"£200,000",1 Jun 2005,FREEHOLD,False,51.63931,-0.00688,https://www.rightmove.co.uk/house-prices/details/england-139515326-94288347?s=2a23455b7d5a79be08a7e3cceba48c5fce4f611eaedbd822b2d376e8ffa7bfb4
"145c, King Henrys Road, London, Greater London NW3 3RD",,FLAT,"£1,185,000",22 Oct 2024,LEASEHOLD,False,51.54159,-0.16878,https://www.rightmove.co.uk/house-prices/details/england-94395108?s=f0930175ef032c7b4d186e58bc79d150dea00602230341140d410cec4b7b14b4
"5, Teesdale Avenue, Isleworth, Greater London TW7 6AP",3.0,TERRACED,"£650,000",22 Oct 2024,FREEHOLD,False,51.47651,-0.32676,https://www.rightmove.co.uk/house-prices/details/england-150213368-94500360?s=68dad317c18f404fe78caa7ba70be78361a5833ddf526e88ffd099a959b491b9
"5, Teesdale Avenue, Isleworth, Greater London TW7 6AP",3.0,TERRACED,"£250,000",20 Oct 2008,FREEHOLD,False,51.47651,-0.32676,https://www.rightmove.co.uk/house-prices/details/england-150213368-94500360?s=68dad317c18f404fe78caa7ba70be78361a5833ddf526e88ffd099a959b491b9
"33, Parsonage Manorway, Belvedere, Greater London DA17 6LN",3.0,TERRACED,"£485,000",22 Oct 2024,FREEHOLD,False,51.47813,0.15242,https://www.rightmove.co.uk/house-prices/details/england-149216486-94265967?s=dbfc302b502d440cc64fcbd344ad07cd80152da73e4796f8ab3292c69229aea8
"33, Parsonage Manorway, Belvedere, Greater London DA17 6LN",3.0,TERRACED,"£427,500",6 May 2021,FREEHOLD,False,51.47813,0.15242,https://www.rightmove.co.uk/house-prices/details/england-149216486-94265967?s=dbfc302b502d440cc64fcbd344ad07cd80152da73e4796f8ab3292c69229aea8
"33, Parsonage Manorway, Belvedere, Greater London DA17 6LN",3.0,TERRACED,"£225,000",6 Feb 2012,FREEHOLD,False,51.47813,0.15242,https://www.rightmove.co.uk/house-prices/details/england-149216486-94265967?s=dbfc302b502d440cc64fcbd344ad07cd80152da73e4796f8ab3292c69229aea8
"Flat 1, Raymond Court, Pembroke Road, London, Greater London N10 2HS",1.0,FLAT,"£280,000",22 Oct 2024,LEASEHOLD,False,51.60553,-0.14613,https://www.rightmove.co.uk/house-prices/details/england-56405939-94364553?s=06beb82269e4148d4ae3b0515d2a71232f159492f380aa8ee1821ca8c007e74f
"Flat 1, Raymond Court, Pembroke Road, London, Greater London N10 2HS",1.0,FLAT,"£342,000",18 Apr 2016,LEASEHOLD,False,51.60553,-0.14613,https://www.rightmove.co.uk/house-prices/details/england-56405939-94364553?s=06beb82269e4148d4ae3b0515d2a71232f159492f380aa8ee1821ca8c007e74f
"Flat 1, Raymond Court, Pembroke Road, London, Greater London N10 2HS",1.0,FLAT,"£250,000",2 Oct 2015,LEASEHOLD,False,51.60553,-0.14613,https://www.rightmove.co.uk/house-prices/details/england-56405939-94364553?s=06beb82269e4148d4ae3b0515d2a71232f159492f380aa8ee1821ca8c007e74f
"Flat D, 121, Petherton Road, London, Greater London N5 2RS",3.0,FLAT,"£820,000",22 Oct 2024,LEASEHOLD,False,51.55509,-0.09077,https://www.rightmove.co.uk/house-prices/details/england-147434132-94367013?s=47ae220e657791439e5c20e59071f6eb1d5ae32d7ba0308f15b1e7cbf87896d1
"Flat D, 121, Petherton Road, London, Greater London N5 2RS",3.0,FLAT,"£680,000",10 Oct 2019,LEASEHOLD,False,51.55509,-0.09077,https://www.rightmove.co.uk/house-prices/details/england-147434132-94367013?s=47ae220e657791439e5c20e59071f6eb1d5ae32d7ba0308f15b1e7cbf87896d1
"Flat 1, 54, Weston Park, London, Greater London N8 9TD",,FLAT,"£830,100",22 Oct 2024,LEASEHOLD,False,51.57993,-0.12004,https://www.rightmove.co.uk/house-prices/details/england-94367502?s=a0937ece6e79eae74a55cfc0d27356941f8b7521270fd172f1672818d3ac8d03
"Flat 1, 54, Weston Park, London, Greater London N8 9TD",,FLAT,"£725,000",11 Nov 2019,LEASEHOLD,False,51.57993,-0.12004,https://www.rightmove.co.uk/house-prices/details/england-94367502?s=a0937ece6e79eae74a55cfc0d27356941f8b7521270fd172f1672818d3ac8d03
"Flat 44, Kingsley Court, 21, Pincott Road, Bexleyheath, Greater London DA6 7LA",,FLAT,"£245,000",22 Oct 2024,LEASEHOLD,False,51.45466,0.14757,https://www.rightmove.co.uk/house-prices/details/england-94266294?s=a8f02574e929be6e6e4796e5b9f890124633bf080f367f3f9a8e454633c22281
"Flat 44, Kingsley Court, 21, Pincott Road, Bexleyheath, Greater London DA6 7LA",,FLAT,"£189,500",28 Jan 2011,LEASEHOLD,False,51.45466,0.14757,https://www.rightmove.co.uk/house-prices/details/england-94266294?s=a8f02574e929be6e6e4796e5b9f890124633bf080f367f3f9a8e454633c22281
"72, Crestway, London, Greater London SW15 5DD",3.0,TERRACED,"£770,000",22 Oct 2024,FREEHOLD,False,51.45589,-0.239,https://www.rightmove.co.uk/house-prices/details/england-149664278-94475970?s=92d93469b8ccdaf7294de9a7d43f05eecbe8cf70c142f16a7cda66f5b43d2b7b
"72, Crestway, London, Greater London SW15 5DD",3.0,TERRACED,"£225,000",24 Feb 2000,FREEHOLD,False,51.45589,-0.239,https://www.rightmove.co.uk/house-prices/details/england-149664278-94475970?s=92d93469b8ccdaf7294de9a7d43f05eecbe8cf70c142f16a7cda66f5b43d2b7b
"106f, Clarence Road, London, Greater London E5 8HB",,FLAT,"£280,000",22 Oct 2024,LEASEHOLD,False,51.55082,-0.05532,https://www.rightmove.co.uk/house-prices/details/england-94288599?s=3909bcb122e05f17e41e83073076a69a9d69e4b9adf34e0d9e439d302e60fd7f
"106f, Clarence Road, London, Greater London E5 8HB",,FLAT,"£215,000",15 Dec 2015,LEASEHOLD,False,51.55082,-0.05532,https://www.rightmove.co.uk/house-prices/details/england-94288599?s=3909bcb122e05f17e41e83073076a69a9d69e4b9adf34e0d9e439d302e60fd7f
"Flat 13, All Nations House, 2, Martello Street, London, Greater London E8 3PF",,FLAT,"£362,500",22 Oct 2024,LEASEHOLD,False,51.54063,-0.05864,https://www.rightmove.co.uk/house-prices/details/england-94289175?s=f2c58d9cb76f145ff3a9896044da821d2e1bc53183cd44fed09b862aa9a401b4
"Flat 13, All Nations House, 2, Martello Street, London, Greater London E8 3PF",,FLAT,"£455,000",3 Sep 2012,LEASEHOLD,False,51.54063,-0.05864,https://www.rightmove.co.uk/house-prices/details/england-94289175?s=f2c58d9cb76f145ff3a9896044da821d2e1bc53183cd44fed09b862aa9a401b4
"Flat 50, Bow Connection, 85, Fairfield Road, London, Greater London E3 2QF",,FLAT,"£325,000",22 Oct 2024,LEASEHOLD,False,51.53085,-0.02272,https://www.rightmove.co.uk/house-prices/details/england-94287909?s=ef41c142edc7f4b3c0d6020f942555b62bd4ae8cb5fbf29e5c2844bebe156e75
"Flat 81, Ingleborough, Cavell Drive, Enfield, Greater London EN2 7PR",2.0,FLAT,"£275,000",22 Oct 2024,LEASEHOLD,False,51.65922,-0.10143,https://www.rightmove.co.uk/house-prices/details/england-146815526-94290120?s=10b243a002f9b0920d2669fbb8aaf98f4ecf9b167a6ceb0a3e2ac0b3b5b67cf4
"Flat 81, Ingleborough, Cavell Drive, Enfield, Greater London EN2 7PR",2.0,FLAT,"£112,000",6 Apr 2001,LEASEHOLD,False,51.65922,-0.10143,https://www.rightmove.co.uk/house-prices/details/england-146815526-94290120?s=10b243a002f9b0920d2669fbb8aaf98f4ecf9b167a6ceb0a3e2ac0b3b5b67cf4
"Flat 81, Ingleborough, Cavell Drive, Enfield, Greater London EN2 7PR",2.0,FLAT,"£67,000",14 Nov 1997,LEASEHOLD,False,51.65922,-0.10143,https://www.rightmove.co.uk/house-prices/details/england-146815526-94290120?s=10b243a002f9b0920d2669fbb8aaf98f4ecf9b167a6ceb0a3e2ac0b3b5b67cf4
"Flat 3, 46, Ryde Vale Road, London, Greater London SW12 9JQ",,FLAT,"£615,000",22 Oct 2024,LEASEHOLD,False,51.44005,-0.14493,https://www.rightmove.co.uk/house-prices/details/england-94475511?s=b72ab80cf23b8afadfcd2c9ea8f32b480e844155e50df888d5c665096eca26db
"Flat 3, 46, Ryde Vale Road, London, Greater London SW12 9JQ",,FLAT,"£540,000",6 Dec 2019,LEASEHOLD,False,51.44005,-0.14493,https://www.rightmove.co.uk/house-prices/details/england-94475511?s=b72ab80cf23b8afadfcd2c9ea8f32b480e844155e50df888d5c665096eca26db
"Flat 3, 46, Ryde Vale Road, London, Greater London SW12 9JQ",,FLAT,"£550,000",23 Sep 2016,LEASEHOLD,False,51.44005,-0.14493,https://www.rightmove.co.uk/house-prices/details/england-94475511?s=b72ab80cf23b8afadfcd2c9ea8f32b480e844155e50df888d5c665096eca26db
"15, Brick Lane, Enfield, Greater London EN3 5BQ",3.0,SEMI_DETACHED,"£480,000",22 Oct 2024,FREEHOLD,False,51.65772,-0.04829,https://www.rightmove.co.uk/house-prices/details/england-144384410-94290207?s=f778c11d144ead6d9b4d346dc2803ea5065fb669058a80c0bfc8eda419be5ca1
"15, Brick Lane, Enfield, Greater London EN3 5BQ",3.0,SEMI_DETACHED,"£425,000",11 Dec 2015,FREEHOLD,False,51.65772,-0.04829,https://www.rightmove.co.uk/house-prices/details/england-144384410-94290207?s=f778c11d144ead6d9b4d346dc2803ea5065fb669058a80c0bfc8eda419be5ca1
"15, Brick Lane, Enfield, Greater London EN3 5BQ",3.0,SEMI_DETACHED,"£222,000",23 Mar 2006,FREEHOLD,False,51.65772,-0.04829,https://www.rightmove.co.uk/house-prices/details/england-144384410-94290207?s=f778c11d144ead6d9b4d346dc2803ea5065fb669058a80c0bfc8eda419be5ca1
"5, East Road, Welling, Greater London DA16 3DT",2.0,TERRACED,"£305,000",22 Oct 2024,FREEHOLD,False,51.46713,0.10928,https://www.rightmove.co.uk/house-prices/details/england-150687290-94265871?s=05cd892cb6f2344efdc2d7e97d9a92e1f7b566faeca0288f26d92ba7f745f7f2
"5, East Road, Welling, Greater London DA16 3DT",2.0,TERRACED,"£175,000",31 May 2013,FREEHOLD,False,51.46713,0.10928,https://www.rightmove.co.uk/house-prices/details/england-150687290-94265871?s=05cd892cb6f2344efdc2d7e97d9a92e1f7b566faeca0288f26d92ba7f745f7f2
"5, East Road, Welling, Greater London DA16 3DT",2.0,TERRACED,"£165,995",15 Sep 2006,FREEHOLD,False,51.46713,0.10928,https://www.rightmove.co.uk/house-prices/details/england-150687290-94265871?s=05cd892cb6f2344efdc2d7e97d9a92e1f7b566faeca0288f26d92ba7f745f7f2
"5, East Road, Welling, Greater London DA16 3DT",2.0,TERRACED,"£71,500",30 Apr 1999,FREEHOLD,False,51.46713,0.10928,https://www.rightmove.co.uk/house-prices/details/england-150687290-94265871?s=05cd892cb6f2344efdc2d7e97d9a92e1f7b566faeca0288f26d92ba7f745f7f2
"9, Church Place, Ickenham, Uxbridge, Greater London UB10 8XB",2.0,FLAT,"£590,000",22 Oct 2024,LEASEHOLD,False,51.56433,-0.44214,https://www.rightmove.co.uk/house-prices/details/england-145402472-94500966?s=a960429cbc3f8ba63d0fe6f41432b6c3aa27c73cb23a0f73f64b7a745512f1ed
"9, Church Place, Ickenham, Uxbridge, Greater London UB10 8XB",2.0,FLAT,"£205,000",20 Feb 1995,LEASEHOLD,False,51.56433,-0.44214,https://www.rightmove.co.uk/house-prices/details/england-145402472-94500966?s=a960429cbc3f8ba63d0fe6f41432b6c3aa27c73cb23a0f73f64b7a745512f1ed
"Flat 1, Brooklands Court, Haslemere Avenue, Mitcham, Greater London CR4 3PQ",,FLAT,"£178,000",22 Oct 2024,LEASEHOLD,False,51.40779,-0.18089,https://www.rightmove.co.uk/house-prices/details/england-94253382?s=f36aba9d2d06d7f2e8a2f3f340bb56112c189fe872e3be42690537cd64c6f30c
"Flat 1, Brooklands Court, Haslemere Avenue, Mitcham, Greater London CR4 3PQ",,FLAT,"£167,000",11 Oct 2011,LEASEHOLD,False,51.40779,-0.18089,https://www.rightmove.co.uk/house-prices/details/england-94253382?s=f36aba9d2d06d7f2e8a2f3f340bb56112c189fe872e3be42690537cd64c6f30c
"59, Moyser Road, London, Greater London SW16 6SG",5.0,TERRACED,"£951,000",22 Oct 2024,FREEHOLD,False,51.42435,-0.14714,https://www.rightmove.co.uk/house-prices/details/england-146268791-94476516?s=e72a451cfa5d93999ac4e5d200900a92de74c057231acdf8b0e69b2930b006f3
"59, Moyser Road, London, Greater London SW16 6SG",5.0,TERRACED,"£810,000",6 Dec 2019,FREEHOLD,False,51.42435,-0.14714,https://www.rightmove.co.uk/house-prices/details/england-146268791-94476516?s=e72a451cfa5d93999ac4e5d200900a92de74c057231acdf8b0e69b2930b006f3
"59, Moyser Road, London, Greater London SW16 6SG",5.0,TERRACED,"£635,000",30 Aug 2018,FREEHOLD,False,51.42435,-0.14714,https://www.rightmove.co.uk/house-prices/details/england-146268791-94476516?s=e72a451cfa5d93999ac4e5d200900a92de74c057231acdf8b0e69b2930b006f3
"89, Wellfield Road, Streatham, London, Greater London SW16 2BT",,SEMI_DETACHED,"£550,000",22 Oct 2024,FREEHOLD,False,51.42931,-0.1258,https://www.rightmove.co.uk/house-prices/details/england-94476156?s=ead3e623b4104586ee1603d9996d9eafa18194a76c7f274975c68608d90b46db
"89, Wellfield Road, Streatham, London, Greater London SW16 2BT",,SEMI_DETACHED,"£435,000",14 Nov 2014,FREEHOLD,False,51.42931,-0.1258,https://www.rightmove.co.uk/house-prices/details/england-94476156?s=ead3e623b4104586ee1603d9996d9eafa18194a76c7f274975c68608d90b46db
"89, Wellfield Road, Streatham, London, Greater London SW16 2BT",,SEMI_DETACHED,"£361,000",4 Jun 2014,FREEHOLD,False,51.42931,-0.1258,https://www.rightmove.co.uk/house-prices/details/england-94476156?s=ead3e623b4104586ee1603d9996d9eafa18194a76c7f274975c68608d90b46db
"6, Heathlee Road, Crayford, Dartford, Greater London DA1 3PW",2.0,FLAT,"£242,500",22 Oct 2024,LEASEHOLD,False,51.44657,0.17655,https://www.rightmove.co.uk/house-prices/details/england-145777508-94264674?s=32e2559ae043a66f552d744171ddde32fb19e0a31723250b7d7fc66e075e376d
"6, Heathlee Road, Crayford, Dartford, Greater London DA1 3PW",2.0,FLAT,"£175,000",21 Nov 2014,LEASEHOLD,False,51.44657,0.17655,https://www.rightmove.co.uk/house-prices/details/england-145777508-94264674?s=32e2559ae043a66f552d744171ddde32fb19e0a31723250b7d7fc66e075e376d
"6, Heathlee Road, Crayford, Dartford, Greater London DA1 3PW",2.0,FLAT,"£148,000",30 Mar 2007,LEASEHOLD,False,51.44657,0.17655,https://www.rightmove.co.uk/house-prices/details/england-145777508-94264674?s=32e2559ae043a66f552d744171ddde32fb19e0a31723250b7d7fc66e075e376d
"6, Heathlee Road, Crayford, Dartford, Greater London DA1 3PW",2.0,FLAT,"£100,000",14 Nov 2003,LEASEHOLD,False,51.44657,0.17655,https://www.rightmove.co.uk/house-prices/details/england-145777508-94264674?s=32e2559ae043a66f552d744171ddde32fb19e0a31723250b7d7fc66e075e376d
"Flat 26, Sentinel House, Sentinel Square, London, Greater London NW4 2EN",,FLAT,"£175,000",22 Oct 2024,LEASEHOLD,False,51.58725,-0.22021,https://www.rightmove.co.uk/house-prices/details/england-94395303?s=57ae0223ea5ff4345d2bbee871b499d517f0b921e92f7d462a238c52becf037d
"74a, Charteris Road, London, Greater London NW6 7EX",2.0,FLAT,"£528,000",22 Oct 2024,LEASEHOLD,False,51.53785,-0.20036,https://www.rightmove.co.uk/house-prices/details/england-117594560-94395765?s=1324a42085b4665b89c3c5ffab2015fa9d36d6f16a6125b42c56a611cbeb1649
"74a, Charteris Road, London, Greater London NW6 7EX",2.0,FLAT,"£575,000",19 May 2017,LEASEHOLD,False,51.53785,-0.20036,https://www.rightmove.co.uk/house-prices/details/england-117594560-94395765?s=1324a42085b4665b89c3c5ffab2015fa9d36d6f16a6125b42c56a611cbeb1649
"Flat 2, 76, Auckland Hill, London, Greater London SE27 9QQ",,FLAT,"£525,000",22 Oct 2024,LEASEHOLD,False,51.43105,-0.09969,https://www.rightmove.co.uk/house-prices/details/england-94446519?s=813583bce8308e774484d466d30a2e904418ba1d1cecd45f61dc7fdd184a57a3
"Flat 2, 76, Auckland Hill, London, Greater London SE27 9QQ",,FLAT,"£425,000",29 Aug 2018,LEASEHOLD,False,51.43105,-0.09969,https://www.rightmove.co.uk/house-prices/details/england-94446519?s=813583bce8308e774484d466d30a2e904418ba1d1cecd45f61dc7fdd184a57a3
"45, Windsor Road, Enfield, Greater London EN3 6RF",3.0,TERRACED,"£445,000",22 Oct 2024,FREEHOLD,False,51.67703,-0.04139,https://www.rightmove.co.uk/house-prices/details/england-7270960-94290306?s=99edf007a47b58ac8eeefb8a8da3d5bbdf67a8761574b3dc24a45e65e9fbb402
"45, Windsor Road, Enfield, Greater London EN3 6RF",3.0,TERRACED,"£250,000",8 Sep 2006,FREEHOLD,False,51.67703,-0.04139,https://www.rightmove.co.uk/house-prices/details/england-7270960-94290306?s=99edf007a47b58ac8eeefb8a8da3d5bbdf67a8761574b3dc24a45e65e9fbb402
